id,label
597,plane
598,ship
599,cat
600,cat
601,plane
602,ship
603,frog
604,cat
605,cat
606,bird
607,plane
608,bird
609,car
610,cat
611,plane
612,bird
613,cat
614,bird
615,cat
616,frog
617,cat
618,frog
619,ship
620,cat
621,frog
622,plane
623,cat
624,bird
625,ship
626,cat
627,ship
628,frog
629,plane
630,cat
631,plane
632,cat
633,ship
634,ship
635,frog
636,cat
637,cat
638,frog
639,bird
640,cat
641,frog
642,bird
643,ship
644,ship
645,ship
646,cat
647,cat
648,plane
649,car
650,ship
651,plane
652,cat
653,cat
654,bird
655,frog
656,plane
657,frog
658,ship
659,cat
660,bird
661,car
662,plane
663,plane
664,frog
665,cat
666,bird
667,frog
668,dog
669,cat
670,plane
671,bird
672,bird
673,car
674,plane
675,plane
676,cat
677,cat
678,ship
679,cat
680,car
681,plane
682,bird
683,plane
684,cat
685,cat
686,bird
687,cat
688,bird
689,frog
690,ship
691,cat
692,plane
693,bird
694,plane
695,frog
696,cat
697,ship
698,cat
699,plane
700,bird
701,cat
702,cat
703,ship
704,dog
705,frog
706,cat
707,frog
708,plane
709,bird
710,car
711,cat
712,plane
713,cat
714,car
715,car
716,cat
717,frog
718,bird
719,cat
720,car
721,cat
722,cat
723,frog
724,frog
725,plane
726,plane
727,cat
728,plane
729,plane
730,ship
731,car
732,cat
733,dog
734,cat
735,cat
736,plane
737,frog
738,plane
739,cat
740,plane
741,bird
742,ship
743,plane
744,car
745,bird
746,bird
747,ship
748,cat
749,car
750,cat
751,cat
752,bird
753,cat
754,plane
755,frog
756,car
757,cat
758,plane
759,frog
760,car
761,cat
762,cat
763,cat
764,plane
765,plane
766,plane
767,cat
768,frog
769,plane
770,ship
771,frog
772,frog
773,ship
774,cat
775,frog
776,car
777,ship
778,cat
779,frog
780,bird
781,ship
782,frog
783,dog
784,ship
785,frog
786,ship
787,plane
788,ship
789,cat
790,plane
791,frog
792,frog
793,bird
794,cat
795,cat
796,cat
797,bird
798,frog
799,ship
800,frog
801,plane
802,frog
803,frog
804,plane
805,plane
806,plane
807,ship
808,frog
809,cat
810,car
811,cat
812,cat
813,bird
814,ship
815,bird
816,car
817,cat
818,cat
819,plane
820,frog
821,cat
822,frog
823,ship
824,cat
825,plane
826,frog
827,bird
828,frog
829,frog
830,ship
831,car
832,bird
833,cat
834,ship
835,frog
836,plane
837,bird
838,plane
839,cat
840,plane
841,cat
842,bird
843,bird
844,cat
845,cat
846,frog
847,ship
848,bird
849,cat
850,bird
851,car
852,dog
853,ship
854,ship
855,dog
856,plane
857,plane
858,bird
859,bird
860,plane
861,bird
862,cat
863,plane
864,plane
865,ship
866,cat
867,plane
868,car
869,cat
870,bird
871,car
872,ship
873,ship
874,bird
875,cat
876,cat
877,cat
878,cat
879,plane
880,dog
881,frog
882,cat
883,cat
884,bird
885,cat
886,car
887,plane
888,frog
889,ship
890,dog
891,bird
892,cat
893,ship
894,frog
895,car
896,cat
897,cat
898,car
899,ship
900,cat
901,bird
902,cat
903,car
904,dog
905,cat
906,bird
907,frog
908,bird
909,bird
910,frog
911,plane
912,cat
913,car
914,plane
915,ship
916,bird
917,plane
918,car
919,dog
920,ship
921,dog
922,frog
923,ship
924,ship
925,frog
926,cat
927,car
928,bird
929,cat
930,bird
931,cat
932,ship
933,plane
934,frog
935,cat
936,frog
937,frog
938,cat
939,cat
940,plane
941,bird
942,cat
943,ship
944,plane
945,ship
946,dog
947,plane
948,ship
949,cat
950,bird
951,dog
952,plane
953,cat
954,plane
955,ship
956,plane
957,cat
958,ship
959,cat
960,ship
961,frog
962,cat
963,car
964,ship
965,ship
966,frog
967,cat
968,frog
969,ship
970,car
971,plane
972,plane
973,ship
974,frog
975,ship
976,ship
977,dog
978,plane
979,plane
980,bird
981,frog
982,cat
983,ship
984,car
985,dog
986,bird
987,plane
988,cat
989,frog
990,cat
991,cat
992,ship
993,plane
994,ship
995,ship
996,frog
997,plane
998,ship
999,ship
1000,bird
1001,ship
1002,ship
1003,car
1004,ship
1005,plane
1006,plane
1007,plane
1008,cat
1009,plane
1010,bird
1011,cat
1012,cat
1013,bird
1014,plane
1015,cat
1016,plane
1017,ship
1018,plane
1019,frog
1020,bird
1021,bird
1022,bird
1023,frog
1024,plane
1025,plane
1026,cat
1027,cat
1028,bird
1029,cat
1030,frog
1031,plane
1032,plane
1033,frog
1034,cat
1035,cat
1036,cat
1037,cat
1038,cat
1039,bird
1040,ship
1041,cat
1042,cat
1043,plane
1044,cat
1045,plane
1046,dog
1047,plane
1048,ship
1049,cat
1050,plane
1051,bird
1052,bird
1053,bird
1054,frog
1055,plane
1056,frog
1057,cat
1058,cat
1059,frog
1060,cat
1061,ship
1062,car
1063,plane
1064,plane
1065,cat
1066,cat
1067,plane
1068,cat
1069,ship
1070,bird
1071,cat
1072,cat
1073,bird
1074,frog
1075,frog
1076,ship
1077,frog
1078,frog
1079,cat
1080,bird
1081,bird
1082,ship
1083,frog
1084,plane
1085,cat
1086,plane
1087,bird
1088,ship
1089,ship
1090,frog
1091,cat
1092,ship
1093,ship
1094,ship
1095,cat
1096,dog
1097,ship
1098,cat
1099,cat
1100,cat
1101,cat
1102,bird
1103,cat
1104,plane
1105,cat
1106,plane
1107,bird
1108,frog
1109,bird
1110,cat
1111,bird
1112,plane
1113,plane
1114,bird
1115,frog
1116,cat
1117,cat
1118,ship
1119,ship
1120,plane
1121,plane
1122,cat
1123,ship
1124,ship
1125,cat
1126,plane
1127,cat
1128,car
1129,cat
1130,cat
1131,plane
1132,frog
1133,plane
1134,plane
1135,cat
1136,frog
1137,frog
1138,bird
1139,bird
1140,plane
1141,ship
1142,cat
1143,frog
1144,plane
1145,frog
1146,bird
1147,plane
1148,frog
1149,cat
1150,bird
1151,bird
1152,ship
1153,plane
1154,bird
1155,bird
1156,cat
1157,bird
1158,cat
1159,ship
1160,ship
1161,cat
1162,dog
1163,plane
1164,ship
1165,ship
1166,bird
1167,cat
1168,cat
1169,plane
1170,frog
1171,frog
1172,cat
1173,cat
1174,ship
1175,ship
1176,plane
1177,bird
1178,cat
1179,frog
1180,frog
1181,cat
1182,bird
1183,plane
1184,cat
1185,car
1186,bird
1187,plane
1188,cat
1189,bird
1190,cat
1191,cat
1192,cat
1193,cat
1194,cat
1195,ship
1196,cat
1197,frog
1198,bird
1199,frog
1200,cat
1201,ship
1202,cat
1203,cat
1204,dog
1205,cat
1206,frog
1207,ship
1208,dog
1209,plane
1210,plane
1211,ship
1212,ship
1213,ship
1214,plane
1215,bird
1216,bird
1217,dog
1218,frog
1219,dog
1220,bird
1221,cat
1222,plane
1223,plane
1224,bird
1225,plane
1226,cat
1227,plane
1228,ship
1229,bird
1230,frog
1231,cat
1232,ship
1233,plane
1234,cat
1235,ship
1236,cat
1237,cat
1238,cat
1239,bird
1240,plane
1241,cat
1242,plane
1243,ship
1244,ship
1245,plane
1246,plane
1247,bird
1248,plane
1249,cat
1250,cat
1251,car
1252,bird
1253,plane
1254,plane
1255,cat
1256,dog
1257,frog
1258,bird
1259,ship
1260,cat
1261,car
1262,ship
1263,bird
1264,ship
1265,ship
1266,cat
1267,ship
1268,cat
1269,bird
1270,cat
1271,car
1272,plane
1273,car
1274,bird
1275,bird
1276,frog
1277,frog
1278,bird
1279,cat
1280,cat
1281,cat
1282,plane
1283,ship
1284,frog
1285,plane
1286,cat
1287,plane
1288,bird
1289,dog
1290,bird
1291,cat
1292,plane
1293,cat
1294,cat
1295,cat
1296,frog
1297,frog
1298,cat
1299,bird
1300,cat
1301,bird
1302,bird
1303,plane
1304,frog
1305,plane
1306,cat
1307,plane
1308,plane
1309,cat
1310,cat
1311,plane
1312,cat
1313,car
1314,frog
1315,frog
1316,cat
1317,bird
1318,cat
1319,dog
1320,car
1321,cat
1322,car
1323,plane
1324,cat
1325,bird
1326,frog
1327,frog
1328,cat
1329,car
1330,cat
1331,ship
1332,bird
1333,frog
1334,ship
1335,cat
1336,plane
1337,cat
1338,plane
1339,ship
1340,cat
1341,bird
1342,frog
1343,cat
1344,bird
1345,cat
1346,ship
1347,cat
1348,cat
1349,ship
1350,cat
1351,dog
1352,bird
1353,ship
1354,cat
1355,bird
1356,plane
1357,cat
1358,ship
1359,cat
1360,bird
1361,car
1362,plane
1363,ship
1364,frog
1365,cat
1366,ship
1367,bird
1368,frog
1369,plane
1370,cat
1371,cat
1372,cat
1373,plane
1374,cat
1375,cat
1376,plane
1377,plane
1378,ship
1379,dog
1380,bird
1381,ship
1382,cat
1383,ship
1384,car
1385,dog
1386,frog
1387,frog
1388,frog
1389,plane
1390,plane
1391,plane
1392,frog
1393,cat
1394,ship
1395,frog
1396,ship
1397,frog
1398,ship
1399,ship
1400,plane
1401,plane
1402,plane
1403,cat
1404,ship
1405,plane
1406,plane
1407,plane
1408,plane
1409,car
1410,ship
1411,ship
1412,cat
1413,cat
1414,frog
1415,ship
1416,dog
1417,plane
1418,ship
1419,bird
1420,bird
1421,bird
1422,plane
1423,frog
1424,bird
1425,plane
1426,frog
1427,cat
1428,cat
1429,bird
1430,frog
1431,bird
1432,ship
1433,ship
1434,plane
1435,car
1436,ship
1437,plane
1438,plane
1439,car
1440,ship
1441,cat
1442,plane
1443,frog
1444,car
1445,dog
1446,cat
1447,frog
1448,frog
1449,ship
1450,bird
1451,bird
1452,cat
1453,frog
1454,bird
1455,car
1456,ship
1457,bird
1458,ship
1459,bird
1460,dog
1461,car
1462,ship
1463,cat
1464,ship
1465,bird
1466,ship
1467,bird
1468,ship
1469,ship
1470,bird
1471,bird
1472,frog
1473,ship
1474,ship
1475,bird
1476,cat
1477,car
1478,dog
1479,frog
1480,car
1481,plane
1482,cat
1483,plane
1484,cat
1485,bird
1486,bird
1487,car
1488,bird
1489,bird
1490,ship
1491,cat
1492,bird
1493,bird
1494,cat
1495,cat
1496,plane
1497,cat
1498,cat
1499,bird
1500,cat
1501,ship
1502,car
1503,car
1504,plane
1505,frog
1506,bird
1507,plane
1508,bird
1509,plane
1510,plane
1511,cat
1512,bird
1513,plane
1514,plane
1515,cat
1516,frog
1517,cat
1518,plane
1519,bird
1520,plane
1521,frog
1522,car
1523,dog
1524,frog
1525,cat
1526,ship
1527,frog
1528,bird
1529,bird
1530,bird
1531,ship
1532,cat
1533,frog
1534,car
1535,cat
1536,cat
1537,frog
1538,ship
1539,plane
1540,bird
1541,bird
1542,ship
1543,car
1544,car
1545,cat
1546,cat
1547,plane
1548,plane
1549,car
1550,cat
1551,frog
1552,ship
1553,cat
1554,frog
1555,plane
1556,bird
1557,ship
1558,bird
1559,car
1560,cat
1561,ship
1562,ship
1563,cat
1564,plane
1565,ship
1566,ship
1567,frog
1568,cat
1569,cat
1570,ship
1571,ship
1572,bird
1573,cat
1574,bird
1575,car
1576,plane
1577,dog
1578,plane
1579,cat
1580,cat
1581,ship
1582,frog
1583,bird
1584,frog
1585,plane
1586,plane
1587,ship
1588,cat
1589,ship
1590,plane
1591,car
1592,frog
1593,cat
1594,cat
1595,plane
1596,car
1597,frog
1598,plane
1599,bird
1600,plane
1601,bird
1602,cat
1603,ship
1604,cat
1605,cat
1606,cat
1607,plane
1608,cat
1609,bird
1610,frog
1611,cat
1612,ship
1613,plane
1614,cat
1615,bird
1616,ship
1617,ship
1618,cat
1619,car
1620,plane
1621,dog
1622,frog
1623,ship
1624,ship
1625,bird
1626,bird
1627,cat
1628,cat
1629,ship
1630,plane
1631,cat
1632,plane
1633,ship
1634,plane
1635,dog
1636,dog
1637,bird
1638,ship
1639,frog
1640,bird
1641,cat
1642,cat
1643,plane
1644,dog
1645,plane
1646,cat
1647,plane
1648,cat
1649,plane
1650,ship
1651,bird
1652,cat
1653,cat
1654,cat
1655,cat
1656,frog
1657,cat
1658,frog
1659,bird
1660,cat
1661,bird
1662,bird
1663,ship
1664,plane
1665,cat
1666,frog
1667,cat
1668,cat
1669,bird
1670,cat
1671,bird
1672,cat
1673,bird
1674,car
1675,dog
1676,cat
1677,frog
1678,bird
1679,frog
1680,plane
1681,ship
1682,plane
1683,car
1684,frog
1685,frog
1686,cat
1687,dog
1688,ship
1689,ship
1690,cat
1691,cat
1692,cat
1693,car
1694,cat
1695,ship
1696,dog
1697,cat
1698,cat
1699,cat
1700,cat
1701,cat
1702,car
1703,bird
1704,plane
1705,ship
1706,bird
1707,cat
1708,bird
1709,frog
1710,cat
1711,bird
1712,plane
1713,ship
1714,frog
1715,cat
1716,bird
1717,car
1718,car
1719,dog
1720,ship
1721,frog
1722,frog
1723,ship
1724,bird
1725,plane
1726,bird
1727,cat
1728,cat
1729,plane
1730,cat
1731,cat
1732,cat
1733,frog
1734,ship
1735,cat
1736,dog
1737,dog
1738,ship
1739,plane
1740,bird
1741,cat
1742,cat
1743,car
1744,cat
1745,bird
1746,ship
1747,ship
1748,bird
1749,ship
1750,cat
1751,plane
1752,bird
1753,ship
1754,plane
1755,plane
1756,frog
1757,car
1758,bird
1759,cat
1760,ship
1761,plane
1762,plane
1763,bird
1764,plane
1765,bird
1766,bird
1767,ship
1768,cat
1769,plane
1770,plane
1771,car
1772,plane
1773,cat
1774,frog
1775,bird
1776,ship
1777,car
1778,frog
1779,plane
1780,cat
1781,ship
1782,cat
1783,bird
1784,frog
1785,plane
1786,plane
1787,cat
1788,cat
1789,plane
1790,bird
1791,cat
1792,cat
1793,ship
1794,cat
1795,ship
1796,cat
1797,frog
1798,ship
1799,cat
1800,cat
1801,frog
1802,bird
1803,bird
1804,dog
1805,cat
1806,cat
1807,ship
1808,bird
1809,ship
1810,bird
1811,ship
1812,plane
1813,plane
1814,ship
1815,cat
1816,frog
1817,plane
1818,ship
1819,cat
1820,bird
1821,frog
1822,frog
1823,bird
1824,ship
1825,dog
1826,ship
1827,car
1828,bird
1829,ship
1830,cat
1831,ship
1832,bird
1833,frog
1834,ship
1835,bird
1836,cat
1837,plane
1838,ship
1839,plane
1840,frog
1841,plane
1842,bird
1843,ship
1844,ship
1845,frog
1846,ship
1847,bird
1848,ship
1849,car
1850,frog
1851,bird
1852,cat
1853,cat
1854,cat
1855,bird
1856,cat
1857,ship
1858,bird
1859,bird
1860,plane
1861,frog
1862,bird
1863,cat
1864,bird
1865,cat
1866,plane
1867,plane
1868,cat
1869,cat
1870,frog
1871,ship
1872,cat
1873,frog
1874,ship
1875,cat
1876,ship
1877,ship
1878,ship
1879,bird
1880,car
1881,plane
1882,ship
1883,cat
1884,car
1885,cat
1886,dog
1887,car
1888,ship
1889,ship
1890,bird
1891,cat
1892,cat
1893,ship
1894,cat
1895,plane
1896,plane
1897,plane
1898,frog
1899,cat
1900,cat
1901,plane
1902,cat
1903,ship
1904,bird
1905,cat
1906,plane
1907,plane
1908,cat
1909,cat
1910,bird
1911,ship
1912,bird
1913,ship
1914,dog
1915,plane
1916,cat
1917,plane
1918,plane
1919,bird
1920,cat
1921,cat
1922,plane
1923,cat
1924,frog
1925,frog
1926,plane
1927,cat
1928,frog
1929,bird
1930,dog
1931,cat
1932,cat
1933,ship
1934,bird
1935,ship
1936,frog
1937,ship
1938,ship
1939,ship
1940,bird
1941,frog
1942,ship
1943,bird
1944,cat
1945,car
1946,cat
1947,bird
1948,plane
1949,bird
1950,cat
1951,cat
1952,ship
1953,bird
1954,car
1955,cat
1956,cat
1957,cat
1958,bird
1959,bird
1960,ship
1961,car
1962,cat
1963,cat
1964,cat
1965,frog
1966,frog
1967,dog
1968,dog
1969,car
1970,ship
1971,cat
1972,dog
1973,cat
1974,ship
1975,cat
1976,bird
1977,car
1978,car
1979,ship
1980,bird
1981,cat
1982,bird
1983,car
1984,plane
1985,ship
1986,plane
1987,frog
1988,cat
1989,bird
1990,plane
1991,plane
1992,cat
1993,ship
1994,frog
1995,car
1996,cat
1997,cat
1998,ship
1999,frog
2000,cat
2001,car
2002,ship
2003,frog
2004,cat
2005,ship
2006,ship
2007,car
2008,plane
2009,dog
2010,cat
2011,plane
2012,frog
2013,plane
2014,frog
2015,car
2016,cat
2017,plane
2018,cat
2019,ship
2020,plane
2021,bird
2022,ship
2023,plane
2024,cat
2025,cat
2026,bird
2027,ship
2028,cat
2029,ship
2030,frog
2031,plane
2032,plane
2033,bird
2034,ship
2035,plane
2036,bird
2037,cat
2038,cat
2039,plane
2040,frog
2041,cat
2042,frog
2043,frog
2044,bird
2045,frog
2046,cat
2047,ship
2048,plane
2049,bird
2050,ship
2051,cat
2052,cat
2053,ship
2054,cat
2055,bird
2056,plane
2057,ship
2058,car
2059,frog
2060,plane
2061,plane
2062,frog
2063,cat
2064,frog
2065,car
2066,cat
2067,cat
2068,cat
2069,ship
2070,ship
2071,frog
2072,bird
2073,cat
2074,frog
2075,frog
2076,bird
2077,cat
2078,plane
2079,cat
2080,plane
2081,cat
2082,bird
2083,car
2084,ship
2085,dog
2086,frog
2087,car
2088,cat
2089,ship
2090,ship
2091,bird
2092,plane
2093,plane
2094,ship
2095,bird
2096,cat
2097,cat
2098,ship
2099,bird
2100,plane
2101,frog
2102,plane
2103,ship
2104,cat
2105,bird
2106,cat
2107,ship
2108,plane
2109,bird
2110,plane
2111,cat
2112,ship
2113,cat
2114,cat
2115,ship
2116,frog
2117,frog
2118,frog
2119,ship
2120,cat
2121,ship
2122,bird
2123,plane
2124,ship
2125,cat
2126,cat
2127,cat
2128,ship
2129,plane
2130,plane
2131,cat
2132,dog
2133,cat
2134,car
2135,ship
2136,bird
2137,cat
2138,cat
2139,plane
2140,cat
2141,cat
2142,frog
2143,cat
2144,bird
2145,ship
2146,car
2147,bird
2148,cat
2149,car
2150,plane
2151,dog
2152,plane
2153,cat
2154,bird
2155,ship
2156,ship
2157,cat
2158,plane
2159,ship
2160,cat
2161,frog
2162,plane
2163,ship
2164,car
2165,frog
2166,cat
2167,cat
2168,cat
2169,ship
2170,ship
2171,ship
2172,bird
2173,bird
2174,ship
2175,bird
2176,ship
2177,cat
2178,frog
2179,ship
2180,cat
2181,frog
2182,ship
2183,ship
2184,frog
2185,bird
2186,ship
2187,bird
2188,plane
2189,frog
2190,bird
2191,ship
2192,plane
2193,dog
2194,dog
2195,ship
2196,ship
2197,bird
2198,ship
2199,plane
2200,bird
2201,plane
2202,bird
2203,bird
2204,bird
2205,frog
2206,plane
2207,ship
2208,bird
2209,plane
2210,bird
2211,ship
2212,plane
2213,bird
2214,car
2215,cat
2216,plane
2217,cat
2218,bird
2219,ship
2220,plane
2221,cat
2222,plane
2223,bird
2224,bird
2225,cat
2226,car
2227,ship
2228,car
2229,ship
2230,frog
2231,plane
2232,ship
2233,frog
2234,cat
2235,bird
2236,plane
2237,cat
2238,frog
2239,cat
2240,dog
2241,ship
2242,cat
2243,bird
2244,plane
2245,car
2246,car
2247,cat
2248,cat
2249,plane
2250,plane
2251,bird
2252,cat
2253,dog
2254,plane
2255,cat
2256,car
2257,cat
2258,cat
2259,cat
2260,frog
2261,bird
2262,cat
2263,ship
2264,bird
2265,ship
2266,frog
2267,car
2268,cat
2269,plane
2270,frog
2271,plane
2272,cat
2273,cat
2274,frog
2275,dog
2276,cat
2277,ship
2278,ship
2279,bird
2280,car
2281,frog
2282,car
2283,cat
2284,cat
2285,cat
2286,frog
2287,cat
2288,cat
2289,ship
2290,frog
2291,cat
2292,cat
2293,frog
2294,dog
2295,ship
2296,car
2297,bird
2298,bird
2299,cat
2300,plane
2301,cat
2302,cat
2303,cat
2304,ship
2305,bird
2306,bird
2307,cat
2308,plane
2309,plane
2310,frog
2311,plane
2312,bird
2313,bird
2314,cat
2315,cat
2316,bird
2317,cat
2318,bird
2319,frog
2320,plane
2321,frog
2322,frog
2323,frog
2324,cat
2325,plane
2326,bird
2327,cat
2328,bird
2329,cat
2330,cat
2331,cat
2332,ship
2333,plane
2334,cat
2335,ship
2336,frog
2337,frog
2338,dog
2339,cat
2340,ship
2341,frog
2342,ship
2343,cat
2344,cat
2345,ship
2346,cat
2347,bird
2348,cat
2349,frog
2350,ship
2351,ship
2352,plane
2353,bird
2354,bird
2355,frog
2356,plane
2357,cat
2358,frog
2359,ship
2360,plane
2361,plane
2362,plane
2363,bird
2364,plane
2365,bird
2366,ship
2367,frog
2368,plane
2369,bird
2370,plane
2371,ship
2372,cat
2373,cat
2374,bird
2375,bird
2376,car
2377,car
2378,plane
2379,cat
2380,car
2381,cat
2382,cat
2383,ship
2384,ship
2385,cat
2386,ship
2387,plane
2388,plane
2389,frog
2390,cat
2391,bird
2392,car
2393,bird
2394,frog
2395,bird
2396,frog
2397,car
2398,bird
2399,plane
2400,ship
2401,ship
2402,ship
2403,bird
2404,ship
2405,bird
2406,cat
2407,ship
2408,plane
2409,cat
2410,bird
2411,cat
2412,cat
2413,bird
2414,frog
2415,ship
2416,frog
2417,bird
2418,bird
2419,ship
2420,cat
2421,car
2422,cat
2423,frog
2424,bird
2425,bird
2426,ship
2427,frog
2428,cat
2429,bird
2430,ship
2431,ship
2432,ship
2433,cat
2434,bird
2435,plane
2436,cat
2437,frog
2438,cat
2439,cat
2440,plane
2441,plane
2442,cat
2443,bird
2444,bird
2445,dog
2446,cat
2447,plane
2448,plane
2449,plane
2450,car
2451,plane
2452,cat
2453,bird
2454,frog
2455,ship
2456,plane
2457,bird
2458,cat
2459,car
2460,cat
2461,plane
2462,ship
2463,bird
2464,cat
2465,frog
2466,plane
2467,frog
2468,frog
2469,ship
2470,bird
2471,bird
2472,bird
2473,frog
2474,plane
2475,cat
2476,bird
2477,ship
2478,cat
2479,cat
2480,bird
2481,bird
2482,cat
2483,bird
2484,ship
2485,bird
2486,bird
2487,cat
2488,frog
2489,plane
2490,bird
2491,frog
2492,cat
2493,frog
2494,plane
2495,ship
2496,frog
2497,bird
2498,bird
2499,ship
2500,plane
2501,ship
2502,cat
2503,ship
2504,plane
2505,plane
2506,cat
2507,car
2508,cat
2509,cat
2510,car
2511,cat
2512,car
2513,ship
2514,bird
2515,cat
2516,cat
2517,car
2518,bird
2519,cat
2520,frog
2521,frog
2522,cat
2523,bird
2524,frog
